CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgQuantityPerOrder,AvgUnitPrice,UniqueProducts,FirstPurchase,LastPurchase,CustomerLifetime,AvgOrderValue,PurchaseFrequency,Cluster,Cluster_Name,PCA1,PCA2
12346.0,326,1,77183.6,74215,74215.0,1.04,1,2011-01-18 10:01:00,2011-01-18 10:01:00,0,77183.6,1.0,1,VIP Champions,10.536715134781957,37.80639480680521
12347.0,2,7,4310.0,2458,13.505494505494505,2.644010989010989,103,2010-12-07 14:57:00,2011-12-07 15:52:00,365,615.7142857142857,0.01912568306010929,0,Loyal Customers,0.8893430487554009,-0.3278826537554232
12348.0,75,4,1437.24,2332,86.37037037037037,0.692962962962963,21,2010-12-16 19:09:00,2011-09-25 13:13:00,282,359.31,0.014134275618374558,0,Loyal Customers,-0.2622869012726249,0.005419829022549366
12349.0,19,1,1457.55,630,8.75,4.237500000000001,72,2011-11-21 09:51:00,2011-11-21 09:51:00,0,1457.55,1.0,0,Loyal Customers,0.1114007849978415,0.19318625343400558
12350.0,310,1,294.4,196,12.25,1.58125,16,2011-02-02 16:01:00,2011-02-02 16:01:00,0,294.4,1.0,0,Loyal Customers,-1.2868848091229346,0.8777455868702468
12352.0,36,7,1385.74,526,6.8311688311688314,4.075454545454545,57,2011-02-16 12:33:00,2011-11-03 14:37:00,260,197.96285714285713,0.02681992337164751,0,Loyal Customers,0.29042264685880936,-0.3818458997663545
12353.0,204,1,89.0,20,5.0,6.074999999999999,4,2011-05-19 17:47:00,2011-05-19 17:47:00,0,89.0,1.0,0,Loyal Customers,-1.0817010109300433,0.4209649652984648
12354.0,232,1,1079.4,530,9.137931034482758,4.5037931034482765,58,2011-04-21 13:11:00,2011-04-21 13:11:00,0,1079.4,1.0,0,Loyal Customers,-0.666619922841618,0.8427008119656121
12355.0,214,1,459.4,240,18.46153846153846,4.203846153846154,13,2011-05-09 13:49:00,2011-05-09 13:49:00,0,459.4,1.0,0,Loyal Customers,-0.9963401477404987,0.6093804736355882
12356.0,23,3,2487.43,1573,27.120689655172413,2.9460344827586207,52,2011-01-18 09:50:00,2011-11-17 08:40:00,302,829.1433333333333,0.009900990099009901,0,Loyal Customers,0.1188169023763601,-0.004036145708018943
12357.0,33,1,6207.67,2708,20.671755725190838,3.3486259541984733,131,2011-11-06 16:07:00,2011-11-06 16:07:00,0,6207.67,1.0,0,Loyal Customers,1.1848560208337504,2.3492110380684244
12358.0,2,2,928.0600000000001,242,14.235294117647058,4.541764705882353,12,2011-07-12 10:04:00,2011-12-08 10:26:00,149,464.03000000000003,0.013333333333333334,0,Loyal Customers,-0.27318081096359764,-0.17287786510510816
12359.0,58,4,6372.58,1622,6.540322580645161,8.620403225806452,214,2011-01-12 12:43:00,2011-10-13 12:47:00,274,1593.145,0.014545454545454545,0,Loyal Customers,1.4161470276017931,0.1413613561932391
12360.0,52,3,2302.06,1156,9.174603174603174,2.681825396825397,104,2011-05-23 09:43:00,2011-10-18 15:22:00,148,767.3533333333334,0.020134228187919462,0,Loyal Customers,0.3475265548900586,-0.08232432091844587
12361.0,287,1,174.9,90,10.0,2.038888888888889,9,2011-02-25 13:51:00,2011-02-25 13:51:00,0,174.9,1.0,0,Loyal Customers,-1.2820121523921677,0.7554828830127251
12362.0,3,10,4737.23,2197,8.58203125,3.4972265625,200,2011-02-17 10:30:00,2011-12-06 15:40:00,292,473.72299999999996,0.034129692832764506,0,Loyal Customers,1.7408242037955288,-0.7135016250711573
12363.0,110,2,552.0,408,17.73913043478261,2.3117391304347827,23,2011-04-11 13:29:00,2011-08-22 10:18:00,132,276.0,0.015037593984962405,0,Loyal Customers,-0.5624164518775221,0.09728841711894912
12364.0,8,4,1208.1,1499,18.506172839506174,1.2638271604938272,69,2011-08-19 15:24:00,2011-12-02 10:22:00,104,302.025,0.0380952380952381,0,Loyal Customers,0.2229172739466755,-0.417386286119501
12365.0,291,1,320.69,173,8.238095238095237,2.6961904761904765,21,2011-02-21 13:51:00,2011-02-21 13:51:00,0,320.69,1.0,0,Loyal Customers,-1.1947619641466554,0.8053740545014695
12367.0,4,1,150.9,172,17.2,1.72,10,2011-12-05 16:48:00,2011-12-05 16:48:00,0,150.9,1.0,0,Loyal Customers,-0.4422805799589282,-0.30861590951219614
12370.0,51,4,3425.69,2350,14.156626506024097,2.576204819277108,142,2010-12-14 12:58:00,2011-10-19 14:51:00,309,856.4225,0.012903225806451613,0,Loyal Customers,0.7399544625421134,-0.12871819243836324
12371.0,60,1,1527.96,582,9.387096774193548,3.291612903225807,62,2011-10-11 10:43:00,2011-10-11 10:43:00,0,1527.96,1.0,0,Loyal Customers,-0.0625775879593307,0.4079626176551905
12372.0,72,3,1196.04,788,16.081632653061224,2.1442857142857146,33,2011-02-16 12:46:00,2011-09-29 12:12:00,224,398.68,0.013333333333333334,0,Loyal Customers,-0.26232869657082863,-0.0123102842483891
12373.0,311,1,324.6,196,15.076923076923077,1.8576923076923075,13,2011-02-01 13:10:00,2011-02-01 13:10:00,0,324.6,1.0,0,Loyal Customers,-1.3042407804690694,0.9046118222713677
12374.0,25,1,622.93,339,10.59375,3.1015625,32,2011-11-14 15:37:00,2011-11-14 15:37:00,0,622.93,1.0,0,Loyal Customers,-0.2908818728835289,-0.06839266094197842
12375.0,11,2,377.5,176,11.733333333333333,2.5013333333333336,13,2011-09-02 14:23:00,2011-11-29 10:36:00,87,188.75,0.022727272727272728,0,Loyal Customers,-0.3517089487557531,-0.2866787945017026
12377.0,315,2,1548.12,942,12.394736842105264,2.2282894736842103,71,2010-12-20 09:37:00,2011-01-28 15:45:00,39,774.06,0.05,0,Loyal Customers,-0.7577954221777798,0.9796460738729638
12378.0,130,1,4008.62,2529,11.547945205479452,2.9974429223744297,219,2011-08-02 10:34:00,2011-08-02 10:34:00,0,4008.62,1.0,0,Loyal Customers,1.1159031387063332,1.4007866963167608
12379.0,82,2,777.24,402,10.578947368421053,2.2276315789473684,38,2011-06-22 16:32:00,2011-09-19 10:09:00,88,388.62,0.02247191011235955,0,Loyal Customers,-0.36026330450023136,0.008995413082279571
12380.0,22,4,2427.81,1110,11.1,2.8238,76,2011-06-07 09:49:00,2011-11-18 11:27:00,164,606.9525,0.024242424242424242,0,Loyal Customers,0.324800800588926,-0.198351471211904
12381.0,5,3,1474.81,797,9.71951219512195,3.377317073170732,69,2011-08-12 09:57:00,2011-12-05 12:44:00,115,491.6033333333333,0.02586206896551724,0,Loyal Customers,0.18991047723043733,-0.3122363588205366
12383.0,185,5,1628.56,1518,16.148936170212767,2.421382978723404,83,2010-12-22 14:28:00,2011-06-08 08:02:00,167,325.712,0.02976190476190476,0,Loyal Customers,-0.10988066303603433,0.20586144670099238
12384.0,29,2,425.27000000000004,122,4.88,5.3096000000000005,25,2011-08-10 11:23:00,2011-11-11 08:39:00,92,212.63500000000002,0.021505376344086023,0,Loyal Customers,-0.3235035960532227,-0.24216517186313016
12386.0,338,2,401.9,354,35.4,2.391,10,2010-12-08 09:53:00,2011-01-06 12:37:00,29,200.95,0.06666666666666667,0,Loyal Customers,-1.33547513594358,0.9413202898595004
12388.0,16,6,2780.66,1462,14.62,2.7777,57,2011-01-17 11:12:00,2011-11-24 12:30:00,311,463.4433333333333,0.019230769230769232,0,Loyal Customers,0.37849869764689276,-0.2558386801700361
12390.0,80,1,504.84000000000003,350,11.290322580645162,3.641935483870968,31,2011-09-21 09:33:00,2011-09-21 09:33:00,0,504.84000000000003,1.0,0,Loyal Customers,-0.4783139030882753,0.08195267527198037
12391.0,22,1,460.89,300,3.0,2.4599,92,2011-11-18 12:07:00,2011-11-18 12:07:00,0,460.89,1.0,0,Loyal Customers,0.0747354583842567,-0.33098546144253876
12393.0,72,4,1582.6000000000001,816,12.75,2.2796875,47,2011-01-11 09:47:00,2011-09-28 15:41:00,260,395.65000000000003,0.01532567049808429,0,Loyal Customers,-0.07612959565088517,-0.05871340877889445
12394.0,64,2,1080.48,808,32.32,2.3204,25,2011-05-06 14:01:00,2011-10-07 08:08:00,153,540.24,0.012987012987012988,0,Loyal Customers,-0.3576829487811736,0.059369197686359974
12395.0,19,12,2682.63,2097,14.5625,2.987083333333333,90,2010-12-03 16:35:00,2011-11-20 15:21:00,351,223.5525,0.03409090909090909,0,Loyal Customers,1.0045723275491876,-0.5807766716472607
12397.0,36,2,2214.9,1250,10.080645161290322,3.282258064516129,109,2011-07-27 14:21:00,2011-11-04 09:52:00,99,1107.45,0.02,0,Loyal Customers,0.37995638577203783,0.009411444180623342
12398.0,46,1,1435.66,1389,16.535714285714285,1.5402380952380952,84,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1435.66,1.0,0,Loyal Customers,0.10452168492146427,0.24807945474074408
12399.0,119,4,1033.65,1173,21.327272727272728,1.1774545454545455,46,2011-03-23 09:42:00,2011-08-12 13:15:00,142,258.4125,0.027972027972027972,0,Loyal Customers,-0.2659556205597536,0.03417959281948938
12401.0,303,1,69.3,10,2.5,8.35,4,2011-02-09 13:50:00,2011-02-09 13:50:00,0,69.3,1.0,0,Loyal Customers,-1.3776043098894049,0.7787415129210774
12402.0,323,1,195.6,92,9.2,2.12,10,2011-01-20 13:49:00,2011-01-20 13:49:00,0,195.6,1.0,0,Loyal Customers,-1.3789108447673812,0.8960310353044201
12403.0,50,1,391.7,94,23.5,4.3500000000000005,4,2011-10-21 10:51:00,2011-10-21 10:51:00,0,391.7,1.0,0,Loyal Customers,-0.5790664481113954,-0.005276188270071754
12405.0,149,1,1390.39,849,16.0188679245283,2.856415094339623,53,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1390.39,1.0,0,Loyal Customers,-0.4045400085805948,0.6982720969651742
12406.0,22,2,3415.3,1818,17.314285714285713,2.487047619047619,92,2011-06-09 10:23:00,2011-11-17 19:22:00,161,1707.65,0.012345679012345678,0,Loyal Customers,0.44019836418838365,0.32133278134038634
12407.0,50,5,1507.1200000000001,1403,19.48611111111111,2.410972222222222,56,2011-03-20 13:21:00,2011-10-21 10:11:00,214,301.42400000000004,0.023255813953488372,0,Loyal Customers,0.10833442535058742,-0.2326700381759716
12408.0,33,5,2618.55,1391,13.772277227722773,2.548514851485148,80,2011-03-24 14:46:00,2011-11-07 12:27:00,227,523.71,0.021929824561403508,0,Loyal Customers,0.39583831377905754,-0.2186197716599337
12409.0,79,3,11072.67,5551,50.92660550458716,3.574495412844037,91,2011-06-10 12:19:00,2011-09-22 10:38:00,103,3690.89,0.028846153846153848,0,Loyal Customers,0.9676442236522126,1.719979912050243
